,postcode,lat,lon,total_square,rooms,floor,city,settlement,district,area,price_mln
0,127473.0,55.778894,37.608844,137.0,3.0,6.0,Москва,,Тверской район,,63.0
1,108815.0,55.551025,37.313054,16.7,,1.0,Москва,,Филимонковское поселение,,3.25
2,,55.594802,37.431264,76.0,3.0,6.0,Москва,,Сосенское поселение,,16.0
3,,55.594332,37.428099,24.0,1.0,10.0,Москва,,Сосенское поселение,,7.84
4,121352.0,55.721097,37.464342,126.0,3.0,16.0,Москва,,Фили-Давыдково район,,120.0
5,142721.0,55.557342,37.809447,74.0,3.0,14.0,,д. Мисайлово,,,13.3
6,143986.0,55.740408,38.011392,65.0,2.0,3.0,Балашиха,,,Железнодорожный м-н,9.5
7,143072.0,55.659569,37.21837,87.0,3.0,11.0,,пос. ВНИИССОК,,,15.0
8,,55.700571,37.962692,35.8,2.0,11.0,Люберцы,,,Самолёт м-н,7.14
9,127427.0,55.820044,37.602498,68.3,2.0,4.0,Москва,,Марфино район,,31.5
10,123181.0,55.816079,37.402947,74.7,3.0,14.0,Москва,,Строгино район,,20.7
11,109052.0,55.727742,37.712031,51.9,2.0,21.0,Москва,,Нижегородский район,,13.44
12,108849.0,55.636639,37.314014,53.0,2.0,14.0,Москва,,Внуковское поселение,Переделкино Ближнее м-н,14.0
13,140016.0,55.701957,37.966424,34.8,1.0,16.0,Люберцы,,,Самолёт м-н,7.2
14,143410.0,55.820089,37.374124,50.0,1.0,12.0,Красногорск,,,Павшинская пойма м-н,11.8
15,141402.0,55.905461,37.417544,42.0,1.0,8.0,Химки,,,Старые Химки м-н,7.55
16,109028.0,55.750044,37.649714,107.0,2.0,2.0,Москва,,Таганский район,,111.26
17,119192.0,55.695177,37.531533,97.0,2.0,4.0,Москва,,Раменки район,,65.0
18,,55.558567,37.503349,140.1,4.0,12.0,Москва,,Сосенское поселение,,37.57
19,117519.0,55.615313,37.595093,36.0,1.0,11.0,Москва,,Чертаново Центральное район,,9.7
20,117628.0,55.573292,37.591043,42.0,1.0,10.0,Москва,,Северное Бутово район,,11.5
21,141090.0,55.931653,37.850988,52.0,2.0,3.0,Королёв,,,Юбилейный м-н,8.8
22,127427.0,55.820044,37.602498,37.48,1.0,17.0,Москва,,Марфино район,,20.64
23,127224.0,55.885815,37.678043,114.6,3.0,6.0,Москва,,Северное Медведково район,,27.5
24,107589.0,55.82454,37.826496,45.3,2.0,2.0,Москва,,Гольяново район,,11.5
25,123592.0,55.806257,37.404501,59.7,3.0,3.0,Москва,,Строгино район,,18.9
26,123242.0,55.759822,37.575351,154.68,3.0,16.0,Москва,,Пресненский район,,170.66
27,141006.0,55.926089,37.762722,92.8,3.0,4.0,Мытищи,,,24-й м-н,15.7
28,107113.0,55.794366,37.654127,66.9,2.0,19.0,Москва,,Сокольники район,,23.12
29,142720.0,55.52108,37.590721,75.0,3.0,7.0,,рп. Дрожжино,,Бутово парк 2 м-н,12.5
30,143441.0,55.860761,37.377363,39.16,1.0,24.0,Москва,,Митино район,,11.22
31,115142.0,55.67629,37.689361,52.4,2.0,5.0,Москва,,Нагатинский Затон район,,15.0
32,125252.0,55.793629,37.524699,142.0,5.0,3.0,Москва,,Хорошёвский район,,65.0
33,109052.0,55.728307,37.739934,20.63,1.0,3.0,Москва,,Нижегородский район,,7.03
34,127106.0,55.844424,37.579546,37.1,2.0,8.0,Москва,,Марфино район,,11.3
35,140060.0,55.607467,37.980339,54.0,2.0,2.0,,рп. Октябрьский,,,10.26
36,109316.0,55.720101,37.688791,62.1,2.0,20.0,Москва,,Южнопортовый район,,19.36
37,129594.0,55.797873,37.625361,64.48,2.0,19.0,Москва,,Марьина Роща район,,25.86
38,119361.0,55.696476,37.474056,120.0,3.0,24.0,Москва,,Раменки район,,50.0
39,125438.0,55.839902,37.512305,35.0,1.0,7.0,Москва,,Головинский район,,12.93
40,143902.0,55.817534,37.953557,39.2,1.0,12.0,Балашиха,,,,6.6
41,109052.0,55.728307,37.739934,20.1,1.0,24.0,Москва,,Нижегородский район,,7.2
42,129347.0,55.876376,37.716456,63.1,3.0,4.0,Москва,,Ярославский район,,13.55
43,127427.0,55.820044,37.602498,46.07,2.0,5.0,Москва,,Марфино район,,22.05
44,108849.0,55.637593,37.316732,34.0,1.0,8.0,Москва,,Внуковское поселение,Переделкино Ближнее м-н,10.2
45,143025.0,55.723832,37.355074,38.5,1.0,8.0,,с. Немчиновка,,Микрорайон Немчиновка жилой комплекс,8.3
46,111531.0,55.771888,37.836552,68.0,3.0,3.0,Москва,,Ивановское район,,13.5
47,108814.0,55.548055,37.514951,55.8,2.0,21.0,Москва,,Южное Бутово район,,12.21
48,141207.0,56.008364,37.842638,86.5,3.0,12.0,Пушкино,,,,14.4
49,123423.0,55.749804,37.458819,47.8,1.0,2.0,Москва,,Хорошёво-Мнёвники район,Терехово (бывш.) д.,24.11
50,125362.0,55.828112,37.453794,73.0,3.0,5.0,Москва,,Покровское-Стрешнево район,,18.3
51,140053.0,55.649255,37.854007,81.0,3.0,19.0,Котельники,,,Силикат м-н,14.68
52,107078.0,55.771159,37.643736,40.46,,9.0,Москва,,Красносельский район,,30.14
53,111677.0,55.712936,37.946659,31.0,1.0,9.0,Москва,,Некрасовка район,Люберецкие Поля м-н,8.6
54,119361.0,55.675582,37.453584,34.9,1.0,13.0,Москва,,Очаково-Матвеевское район,,10.79
55,119501.0,55.715352,37.475325,70.2,2.0,19.0,Москва,,Очаково-Матвеевское район,,46.85
56,127204.0,55.932331,37.542964,34.5,1.0,2.0,Москва,,Северный район,,8.9
57,143002.0,55.656401,37.233443,89.9,3.0,1.0,Одинцово,,,,14.5
58,140055.0,55.66862,37.854711,105.5,3.0,2.0,Котельники,,,Белая Дача м-н,17.9
59,109518.0,55.71452,37.73178,66.2,3.0,9.0,Москва,,Текстильщики район,,15.7
60,127427.0,55.820044,37.602498,38.61,1.0,11.0,Москва,,Марфино район,,19.26
61,129090.0,55.774751,37.62544,32.0,1.0,11.0,Москва,,Мещанский район,,15.5
62,117186.0,55.678337,37.607823,68.4,3.0,4.0,Москва,,Котловка район,,16.5
63,119285.0,55.723075,37.523695,162.0,4.0,13.0,Москва,,Раменки район,,198.92
64,125284.0,55.783287,37.558644,67.7,2.0,8.0,Москва,,Беговой район,,28.5
65,121108.0,55.728138,37.45019,44.4,1.0,3.0,Москва,,Фили-Давыдково район,,14.52
66,115035.0,55.745131,37.638857,57.0,1.0,2.0,Москва,,Замоскворечье район,,68.93
67,109156.0,55.687213,37.856957,29.7,1.0,2.0,Москва,,Выхино-Жулебино район,,6.4
68,143026.0,55.701303,37.360556,73.8,3.0,16.0,,рп. Новоивановское,,,14.14
69,121357.0,55.700135,37.467573,45.49,2.0,20.0,Москва,,Очаково-Матвеевское район,,18.19
70,108850.0,55.624275,37.309717,38.0,1.0,14.0,Москва,,Внуковское поселение,,9.7
71,143909.0,55.833973,37.955749,34.0,1.0,10.0,Балашиха,,,,6.6
72,117647.0,55.628216,37.519811,55.9,2.0,12.0,Москва,,Коньково район,,17.5
73,143909.0,55.832996,37.955103,54.44,2.0,19.0,Балашиха,,,,6.65
74,119285.0,55.723722,37.527248,129.6,3.0,8.0,Москва,,Раменки район,,73.0
75,117133.0,55.633336,37.475116,33.0,1.0,6.0,Москва,,Тёплый Стан район,,10.9
76,119607.0,55.696793,37.501289,100.5,4.0,2.0,Москва,,Раменки район,,35.0
77,129343.0,55.848882,37.650286,25.8,1.0,30.0,Москва,,Свиблово район,,10.57
78,109028.0,55.757184,37.649684,160.0,4.0,2.0,Москва,,Басманный район,,125.0
79,,55.593432,37.432521,82.5,4.0,7.0,Москва,,Сосенское поселение,,17.1
80,129343.0,55.848882,37.650286,25.2,1.0,14.0,Москва,,Свиблово район,,10.31
81,105120.0,55.751334,37.663171,118.5,4.0,2.0,Москва,,Таганский район,,59.0
82,121309.0,55.750645,37.503058,81.4,3.0,4.0,Москва,,Филёвский парк район,,33.2
83,107370.0,55.81154,37.720997,40.2,3.0,2.0,Москва,,Богородское район,,12.49
84,125362.0,55.836889,37.423529,102.0,3.0,32.0,Москва,,Покровское-Стрешнево район,,27.49
85,117405.0,55.584005,37.580574,35.0,1.0,5.0,Москва,,Чертаново Южное район,,10.2
86,141406.0,55.89293,37.476422,43.0,2.0,5.0,Химки,,,Левобережный м-н,8.2
87,121471.0,55.714813,37.43295,40.5,1.0,9.0,Москва,,Можайский район,,15.0
88,115114.0,55.726457,37.644051,58.9,2.0,7.0,Москва,,Замоскворечье район,,30.9
89,143923.0,55.793869,37.888464,87.1,3.0,2.0,Балашиха,,,Новое Измайлово квартал,15.0
90,109559.0,55.667795,37.775366,40.0,1.0,18.0,Москва,,Люблино район,,13.0
91,141406.0,55.897757,37.480453,50.9,2.0,6.0,Химки,,,Левобережный м-н,9.4
92,125319.0,55.806149,37.541592,97.0,3.0,29.0,Москва,,Аэропорт район,,38.7
93,123022.0,55.766095,37.559418,75.38,3.0,12.0,Москва,,Пресненский район,,34.2
94,123007.0,55.770847,37.517985,44.2,2.0,15.0,Москва,,Хорошёвский район,,14.05
95,125057.0,55.799163,37.520317,181.0,4.0,34.0,Москва,,Хорошёвский район,,126.99
96,141068.0,55.945253,37.839434,38.3,1.0,24.0,Королёв,,,Текстильщик м-н,7.5
97,141107.0,55.939609,37.981829,28.2,1.0,9.0,Щёлково,,,Богородский м-н,4.5
98,117246.0,55.656703,37.559221,159.9,3.0,23.0,Москва,,Черёмушки район,,65.72
99,115432.0,55.690392,37.65662,107.0,4.0,7.0,Москва,,Даниловский район,,59.73
100,119136.0,55.732514,37.541109,71.0,2.0,8.0,Москва,,Раменки район,,41.02
101,143402.0,55.815079,37.325758,39.8,,10.0,Красногорск,,,СГШ м-н,7.0
102,129345.0,55.883056,37.682923,68.5,2.0,2.0,Москва,,Лосиноостровский район,,13.3
103,127410.0,55.881584,37.573899,50.2,2.0,7.0,Москва,,Алтуфьевский район,,12.8
104,140055.0,55.674588,37.854326,45.0,1.0,19.0,Котельники,,,,9.0
105,,55.935803,37.359503,59.01,2.0,6.0,Москва,,Молжаниновский район,,13.43
106,143421.0,55.774497,37.235877,19.9,,5.0,,пос. Ильинское-Усово,,,5.2
107,123182.0,55.809853,37.47535,101.1,4.0,9.0,Москва,,Щукино район,,33.0
108,143909.0,55.832996,37.955103,31.78,1.0,14.0,Балашиха,,,,5.49
109,125057.0,55.799163,37.520317,144.0,4.0,21.0,Москва,,Хорошёвский район,,99.0
110,119192.0,55.694234,37.533171,120.9,3.0,3.0,Москва,,Раменки район,,64.9
111,119501.0,55.715352,37.475325,104.0,3.0,16.0,Москва,,Очаково-Матвеевское район,,73.0
112,125239.0,55.836104,37.519234,40.88,2.0,3.0,Москва,,Коптево район,,13.82
113,140090.0,55.632451,37.853664,85.4,3.0,12.0,Дзержинский,,,Центральный м-н,13.6
114,143962.0,55.753872,37.872732,104.5,3.0,7.0,Реутов,,,9а м-н,23.0
115,,55.594828,37.429789,54.0,2.0,6.0,Москва,,Сосенское поселение,,14.09
116,109029.0,55.733697,37.683565,37.2,1.0,14.0,Москва,,Таганский район,,11.8
117,123022.0,55.761573,37.554087,84.5,3.0,2.0,Москва,,Пресненский район,,50.0
118,119361.0,55.692916,37.477074,69.0,2.0,12.0,Москва,,Раменки район,,30.82
119,105082.0,55.774586,37.692867,45.0,1.0,2.0,Москва,,Басманный район,,15.0
120,127410.0,55.875393,37.574123,44.7,2.0,1.0,Москва,,Алтуфьевский район,,10.05
121,119049.0,55.722631,37.615786,130.0,3.0,16.0,Москва,,Якиманка район,,43.9
122,111673.0,55.734261,37.852812,50.4,2.0,4.0,Москва,,Новокосино район,,13.2
123,140073.0,55.657393,37.923111,62.3,3.0,9.0,,рп. Томилино,,Птицефабрика м-н,9.5
124,129327.0,55.865673,37.675459,77.0,2.0,7.0,Москва,,Бабушкинский район,,26.0
125,107076.0,55.789195,37.697377,64.0,3.0,4.0,Москва,,Сокольники район,,20.0
126,142720.0,55.53336,37.615098,64.8,2.0,12.0,,рп. Боброво,,Восточное Бутово м-н,9.45
127,142029.0,55.473556,37.706286,58.6,2.0,5.0,,с. Домодедово,,Домодедово Парк жилой комплекс,7.1
128,125476.0,55.837418,37.403679,19.8,,1.0,Москва,,Южное Тушино район,,4.7
129,141281.0,55.966437,37.935303,37.0,1.0,3.0,Ивантеевка,,,,5.5
130,123154.0,55.781948,37.463665,62.4,2.0,38.0,Москва,,Хорошёво-Мнёвники район,,23.84
131,117342.0,55.632826,37.533461,64.1,3.0,1.0,Москва,,Коньково район,,14.48
132,119361.0,55.692916,37.477074,79.0,2.0,29.0,Москва,,Раменки район,,35.9
133,,55.593432,37.432521,37.0,2.0,14.0,Москва,,Сосенское поселение,,10.42
134,123290.0,55.75238,37.524498,40.72,1.0,4.0,Москва,,Пресненский район,,18.3
135,115162.0,55.714211,37.62116,61.5,3.0,8.0,Москва,,Даниловский район,,21.6
136,109382.0,55.662255,37.729488,21.6,,23.0,Москва,,Люблино район,,8.0
137,107564.0,55.809346,37.703022,84.5,3.0,2.0,Москва,,Богородское район,,30.38
138,115563.0,55.625422,37.721106,32.8,1.0,7.0,Москва,,Орехово-Борисово Северное район,,9.89
139,108811.0,55.601976,37.374171,40.0,1.0,14.0,Московский,,Московский поселение,Первый Московский Город Парк жилой комплекс,12.75
140,129085.0,55.809504,37.624678,76.86,3.0,8.0,Москва,,Останкинский район,,28.75
141,121359.0,55.750551,37.40771,41.7,2.0,4.0,Москва,,Кунцево район,,14.4
142,143443.0,55.836599,37.267339,64.0,2.0,10.0,Красногорск,,,Изумрудные холмы жилой комплекс,12.3
143,117624.0,55.55655,37.554415,72.0,2.0,3.0,Москва,,Южное Бутово район,,16.5
144,105037.0,55.791244,37.775391,30.2,1.0,2.0,Москва,,Измайлово район,,7.8
145,107150.0,55.81869,37.723845,18.3,,2.0,Москва,,Богородское район,,7.04
146,117216.0,55.561135,37.586046,35.7,1.0,2.0,Москва,,Северное Бутово район,,10.1
147,123423.0,55.773989,37.467405,87.6,3.0,14.0,Москва,,Хорошёво-Мнёвники район,,49.9
148,142720.0,55.524235,37.59845,23.5,,7.0,,рп. Дрожжино,,Бутово парк 2 м-н,5.55
149,125504.0,55.858438,37.55652,37.92,2.0,19.0,Москва,,Западное Дегунино район,,13.17
150,105120.0,55.755888,37.659004,48.0,1.0,11.0,Москва,,Басманный район,,32.0
151,101000.0,55.759077,37.651109,250.0,5.0,1.0,Москва,,Басманный район,,158.0
152,125284.0,55.779911,37.557047,54.0,2.0,1.0,Москва,,Беговой район,,22.0
153,129343.0,55.848882,37.650286,25.0,1.0,38.0,Москва,,Свиблово район,,12.08
154,141033.0,55.971599,37.737398,65.1,2.0,6.0,,пос. Мебельной фабрики,,,8.2
155,141074.0,55.910469,37.830082,53.0,2.0,16.0,Королёв,,,,8.95
156,129090.0,55.777354,37.621747,51.3,2.0,2.0,Москва,,Мещанский район,,28.22
157,129594.0,55.799657,37.620197,69.6,3.0,6.0,Москва,,Марьина Роща район,,20.8
158,127055.0,55.788624,37.599167,32.0,1.0,4.0,Москва,,Тверской район,,13.9
159,108814.0,55.547394,37.516296,36.4,1.0,15.0,Москва,,Южное Бутово район,,9.7
160,121170.0,55.746127,37.521238,72.7,2.0,25.0,Москва,,Дорогомилово район,,41.57
161,108814.0,55.548055,37.514951,39.1,1.0,23.0,Москва,,Южное Бутово район,,9.84
162,129343.0,55.848882,37.650286,25.1,1.0,20.0,Москва,,Свиблово район,,9.85
163,129281.0,55.871218,37.67226,78.0,3.0,13.0,Москва,,Бабушкинский район,,22.8
164,123308.0,55.768176,37.502906,45.0,1.0,37.0,Москва,,Хорошёво-Мнёвники район,,25.42
165,108814.0,55.554444,37.466248,41.4,2.0,2.0,Москва,,Сосенское поселение,,10.5
166,143441.0,55.860761,37.377363,63.03,3.0,18.0,Москва,,Митино район,,15.32
167,143441.0,55.874706,37.401125,60.0,2.0,6.0,,д. Путилково,,Мортонград Путилково м-н,11.7
168,127434.0,55.818179,37.57262,44.4,2.0,3.0,Москва,,Тимирязевский район,,13.6
169,109052.0,55.732495,37.712917,25.61,,5.0,Москва,,Нижегородский район,,9.75
170,123308.0,55.768176,37.502906,99.0,3.0,11.0,Москва,,Хорошёво-Мнёвники район,,42.48
171,140055.0,55.663806,37.856918,65.0,2.0,13.0,Котельники,,,Белая Дача м-н,11.3
172,,55.593432,37.432521,36.0,1.0,15.0,Москва,,Сосенское поселение,,10.2
173,119361.0,55.692126,37.48176,116.5,3.0,12.0,Москва,,Раменки район,,120.86
174,141501.0,55.899416,37.410286,53.0,1.0,4.0,Химки,,,Новые Химки м-н,14.5
175,108849.0,55.634659,37.319524,38.0,1.0,9.0,Москва,,Внуковское поселение,Переделкино Ближнее м-н,11.6
176,119049.0,55.723213,37.619309,106.0,4.0,6.0,Москва,,Замоскворечье район,,90.0
177,119607.0,55.696249,37.498859,131.3,3.0,4.0,Москва,,Раменки район,,44.9
178,121170.0,55.746127,37.521238,108.9,3.0,42.0,Москва,,Дорогомилово район,,56.01
179,142720.0,55.53523,37.615004,40.0,2.0,5.0,,рп. Боброво,,Восточное Бутово м-н,7.0
180,129301.0,55.826566,37.650369,43.0,2.0,19.0,Москва,,Алексеевский район,,14.7
181,109156.0,55.691625,37.85747,15.8,,2.0,Москва,,Выхино-Жулебино район,,3.6
182,127287.0,55.806111,37.571988,40.64,1.0,7.0,Москва,,Савёловский район,,17.09
183,117321.0,55.635785,37.510606,44.6,2.0,1.0,Москва,,Тёплый Стан район,,13.75
184,125424.0,55.814103,37.421652,83.5,2.0,3.0,Москва,,Покровское-Стрешнево район,,37.16
185,117321.0,55.630206,37.514616,56.0,2.0,14.0,Москва,,Тёплый Стан район,,17.1
186,121596.0,55.717101,37.39162,45.4,2.0,5.0,Москва,,Можайский район,,11.8
187,123557.0,55.769145,37.577256,174.0,4.0,13.0,Москва,,Пресненский район,,125.0
188,141401.0,55.918816,37.410437,30.9,1.0,14.0,Химки,,,Старые Химки м-н,6.95
189,125284.0,55.785328,37.564163,95.0,3.0,18.0,Москва,,Беговой район,,49.0
190,123290.0,55.759688,37.51659,35.1,1.0,20.0,Москва,,Хорошёво-Мнёвники район,,18.85
191,125239.0,55.837233,37.522624,85.0,3.0,4.0,Москва,,Коптево район,,22.0
192,109316.0,55.719525,37.690231,36.4,1.0,16.0,Москва,,Южнопортовый район,,11.65
193,117292.0,55.681237,37.55819,98.0,3.0,8.0,Москва,,Академический район,,35.0
194,109316.0,55.720063,37.691146,80.83,3.0,26.0,Москва,,Южнопортовый район,,26.62
195,129594.0,55.797873,37.625361,65.25,2.0,43.0,Москва,,Марьина Роща район,,24.23
196,119619.0,55.642594,37.393671,31.5,1.0,3.0,Москва,,Солнцево район,,11.0
197,117556.0,55.662376,37.617154,79.2,3.0,3.0,Москва,,Нагорный район,,19.2
198,143009.0,55.680511,37.245982,63.4,2.0,2.0,Одинцово,,,Одинбург м-н,13.5
199,108811.0,55.625693,37.341506,62.0,2.0,9.0,Москва,,Внуковское поселение,,14.98
200,121087.0,55.740731,37.505552,64.0,2.0,5.0,Москва,,Филёвский парк район,,18.84
201,121108.0,55.732286,37.455666,56.2,2.0,7.0,Москва,,Фили-Давыдково район,,23.3
202,121170.0,55.746127,37.521238,50.0,1.0,13.0,Москва,,Дорогомилово район,,26.95
203,,55.557695,37.503123,40.6,2.0,10.0,Москва,,Сосенское поселение,,11.17
204,141282.0,55.969172,37.913852,76.0,3.0,13.0,Ивантеевка,,,,9.85
205,141280.0,55.972329,37.906743,42.0,2.0,2.0,Ивантеевка,,,,6.0
206,121354.0,55.722094,37.408531,42.0,1.0,4.0,Москва,,Можайский район,,14.45
207,115432.0,55.702533,37.669909,25.8,1.0,3.0,Москва,,Южнопортовый район,,10.25
208,125504.0,55.860342,37.544645,34.7,1.0,32.0,Москва,,Западное Дегунино район,,14.95
209,125167.0,55.793036,37.542115,84.7,3.0,22.0,Москва,,Хорошёвский район,,64.13
210,140060.0,55.609144,37.969694,76.4,2.0,15.0,,рп. Октябрьский,,,9.6
211,125040.0,55.780128,37.580413,76.0,3.0,4.0,Москва,,Беговой район,,40.0
212,129626.0,55.810967,37.657384,72.9,3.0,2.0,Москва,,Алексеевский район,,26.0
213,127562.0,55.848978,37.586935,19.5,,8.0,Москва,,Отрадное район,,6.7
214,127224.0,55.885815,37.678043,51.0,2.0,13.0,Москва,,Северное Медведково район,,22.0
215,123290.0,55.754318,37.524726,117.64,3.0,20.0,Москва,,Пресненский район,,48.23
216,119192.0,55.695901,37.485901,84.0,3.0,32.0,Москва,,Раменки район,,39.0
217,141070.0,55.923143,37.825428,70.0,2.0,8.0,Королёв,,,Подлипки м-н,12.8
218,141732.0,56.01463,37.463698,29.1,1.0,1.0,Лобня,,,Букино м-н,5.2
219,141407.0,55.910155,37.390848,105.0,3.0,15.0,Химки,,,Новые Химки м-н,21.0
220,119180.0,55.733848,37.62098,263.0,5.0,4.0,Москва,,Якиманка район,,181.41
221,119285.0,55.723722,37.527248,100.0,3.0,30.0,Москва,,Раменки район,,75.0
222,143006.0,55.653528,37.267181,19.9,,25.0,Одинцово,,,Одинцово-1 м-н,3.9
223,109316.0,55.719525,37.690231,58.0,2.0,29.0,Москва,,Южнопортовый район,,20.24
224,141206.0,56.006629,37.809108,72.51,3.0,12.0,Пушкино,,,Мамонтовка м-н,8.71
225,143907.0,55.797628,37.949022,31.1,1.0,1.0,Балашиха,,,Балашиха-1 м-н,4.5
226,108814.0,55.547394,37.516296,45.8,2.0,25.0,Москва,,Южное Бутово район,,11.69
227,107370.0,55.813484,37.741008,38.39,2.0,20.0,Москва,,Богородское район,,15.97
228,119571.0,55.652205,37.472986,112.0,3.0,5.0,Москва,,Тропарёво-Никулино район,,67.5
229,115404.0,55.604156,37.655758,45.0,1.0,8.0,Москва,,Бирюлёво Восточное район,Царицыно жилой комплекс,11.2
230,109052.0,55.728532,37.7376,24.0,1.0,23.0,Москва,,Нижегородский район,,8.55
231,119296.0,55.692389,37.541904,141.7,4.0,3.0,Москва,,Гагаринский район,,65.0
232,101000.0,55.761168,37.636006,165.6,5.0,3.0,Москва,,Басманный район,,160.0
233,108815.0,55.54984,37.313043,56.0,2.0,7.0,Москва,,Филимонковское поселение,,9.59
234,121357.0,55.718996,37.47889,219.0,6.0,20.0,Москва,,Очаково-Матвеевское район,,85.0
235,129343.0,55.850549,37.65447,51.7,2.0,11.0,Москва,,Свиблово район,,16.5
236,121170.0,55.746127,37.521238,97.0,3.0,10.0,Москва,,Дорогомилово район,,49.47
237,143441.0,55.860842,37.392809,44.0,1.0,14.0,,д. Путилково,,,8.1
238,119270.0,55.720513,37.581186,175.0,6.0,9.0,Москва,,Хамовники район,,115.95
239,142029.0,55.471591,37.704078,54.4,2.0,17.0,,с. Домодедово,,Домодедово Парк жилой комплекс,8.0
240,140054.0,55.659298,37.87593,64.0,2.0,21.0,Котельники,,,,12.0
241,121359.0,55.741825,37.402583,44.3,1.0,8.0,Москва,,Кунцево район,,13.5
242,141703.0,55.959735,37.506567,44.0,2.0,3.0,Долгопрудный,,,Водники м-н,7.5
243,143988.0,55.732133,37.966854,50.0,2.0,5.0,Балашиха,,,Павлино м-н,8.65
244,141006.0,55.924883,37.757349,35.4,1.0,10.0,Мытищи,,,24-й м-н,6.9
245,107076.0,55.798437,37.710598,45.0,1.0,3.0,Москва,,Преображенское район,,18.69
246,142721.0,55.556963,37.813885,55.0,2.0,3.0,,д. Мисайлово,,,8.2
247,119180.0,55.738475,37.613885,92.7,2.0,3.0,Москва,,Якиманка район,,97.48
248,140016.0,55.700644,37.956241,55.0,2.0,7.0,Люберцы,,,Самолёт м-н,10.9
249,115598.0,55.580792,37.674204,55.0,2.0,2.0,Москва,,Бирюлёво Восточное район,Загорье пос.,14.7
250,,55.936368,37.362088,50.84,3.0,9.0,Москва,,Молжаниновский район,,12.5
251,127427.0,55.820044,37.602498,35.29,1.0,23.0,Москва,,Марфино район,,18.77
252,109316.0,55.723913,37.686179,29.2,1.0,4.0,Москва,,Южнопортовый район,,7.87
253,111033.0,55.751947,37.692171,37.6,1.0,7.0,Москва,,Лефортово район,,16.63
254,119330.0,55.715662,37.520721,219.1,5.0,14.0,Москва,,Раменки район,,115.0
255,108849.0,55.638633,37.330666,43.3,1.0,19.0,Москва,,Внуковское поселение,Переделкино Ближнее м-н,13.0
256,107140.0,55.781127,37.674052,20.0,,2.0,Москва,,Красносельский район,,6.9
257,119361.0,55.696321,37.469801,84.0,3.0,13.0,Москва,,Раменки район,,31.5
258,109029.0,55.736979,37.690949,16.2,,2.0,Москва,,Таганский район,,6.7
259,109382.0,55.660746,37.731963,39.0,2.0,23.0,Москва,,Люблино район,,11.99
260,123182.0,55.806116,37.483522,72.0,3.0,10.0,Москва,,Щукино район,,29.8
261,143006.0,55.664196,37.293936,80.0,3.0,14.0,Одинцово,,,8-й м-н,11.5
262,115487.0,55.674247,37.638708,41.0,1.0,4.0,Москва,,Нагатино-Садовники район,,10.81
263,123060.0,55.791543,37.478357,94.5,3.0,16.0,Москва,,Щукино район,,30.81
264,119192.0,55.704838,37.494837,46.0,1.0,5.0,Москва,,Раменки район,Мосфильмовский жилой комплекс,27.45
265,109462.0,55.702444,37.752098,58.5,2.0,15.0,Москва,,Кузьминки район,,15.8
266,127287.0,55.806083,37.570096,61.0,2.0,7.0,Москва,,Савёловский район,,27.79
267,,55.595826,37.430318,64.0,3.0,7.0,Москва,,Сосенское поселение,,16.45
268,,55.936368,37.362088,56.68,2.0,17.0,Москва,,Молжаниновский район,,13.03
269,121087.0,55.754497,37.513032,78.0,3.0,3.0,Москва,,Филёвский парк район,,33.5
270,111675.0,55.714943,37.89568,38.8,1.0,5.0,Москва,,Косино-Ухтомский район,,9.3
271,140016.0,55.703001,37.966257,32.3,1.0,2.0,Люберцы,,,Самолёт м-н,5.9
272,141421.0,55.95202,37.307021,62.8,2.0,16.0,Химки,,,Сходня м-н,7.92
273,117246.0,55.656703,37.559221,162.0,4.0,9.0,Москва,,Черёмушки район,,68.69
274,123007.0,55.778312,37.521372,15.2,,1.0,Москва,,Хорошёвский район,,5.55
275,143401.0,55.818817,37.363047,38.6,1.0,3.0,Красногорск,,,Павшинская пойма м-н,11.0
276,108802.0,55.590324,37.445202,115.3,4.0,2.0,Москва,,Сосенское поселение,,22.5
277,117148.0,55.504844,37.579248,37.8,1.0,7.0,Москва,,Южное Бутово район,,8.7
278,125438.0,55.839902,37.512305,46.8,2.0,7.0,Москва,,Головинский район,,16.67
279,141241.0,56.00347,37.801542,45.2,2.0,4.0,Пушкино,,,Мамонтовка м-н,5.45
280,105005.0,55.775831,37.689065,54.0,2.0,16.0,Москва,,Басманный район,,18.8
281,109052.0,55.728563,37.71105,56.49,2.0,33.0,Москва,,Нижегородский район,,14.74
282,129343.0,55.850569,37.656226,54.0,2.0,2.0,Москва,,Свиблово район,,14.3
283,127486.0,55.86319,37.534717,36.4,2.0,9.0,Москва,,Западное Дегунино район,,12.0
284,143900.0,55.790495,37.968914,44.8,2.0,1.0,Балашиха,,,Южный м-н,9.6
285,,55.593892,37.431085,52.0,2.0,9.0,Москва,,Сосенское поселение,,13.58
286,141206.0,56.006629,37.809108,42.16,1.0,15.0,Пушкино,,,Мамонтовка м-н,6.31
287,115054.0,55.716833,37.635988,81.1,3.0,2.0,Москва,,Даниловский район,,35.32
288,125363.0,55.839161,37.43933,66.1,2.0,15.0,Москва,,Южное Тушино район,,19.0
289,143026.0,55.706848,37.378133,101.9,3.0,17.0,,рп. Новоивановское,,Западные ворота столицы жилой комплекс,20.6
290,108814.0,55.548306,37.51588,55.5,2.0,25.0,Москва,,Южное Бутово район,,12.76
291,127015.0,55.795205,37.583077,72.0,3.0,5.0,Москва,,Савёловский район,,24.1
