,postcode,lat,lon,total_square,rooms,floor,city,settlement,district,area,price_mln
63054,108824.0,55.499405,37.520657,57.6,2.0,7.0,Москва,,Рязановское поселение,,11.99
63055,121609.0,55.756297,37.405796,18.6,,1.0,Москва,,Крылатское район,,4.7
63056,119454.0,55.679279,37.493984,41.0,2.0,3.0,Москва,,Проспект Вернадского район,,16.2
63057,108811.0,55.638964,37.427758,40.8,1.0,1.0,Москва,,Московский поселение,,11.15
63058,143989.0,55.737648,38.001247,35.0,2.0,15.0,Балашиха,,,Железнодорожный м-н,6.6
63059,119285.0,55.727549,37.535692,71.0,3.0,3.0,Москва,,Раменки район,,45.96
63060,107143.0,55.816574,37.753298,37.3,,22.0,Москва,,Метрогородок район,,13.69
63061,115211.0,55.635247,37.74057,74.7,3.0,14.0,Москва,,Братеево район,,17.9
63062,143005.0,55.684534,37.299599,72.2,2.0,23.0,Одинцово,,,6-й м-н,16.2
63063,109125.0,55.714872,37.750048,59.2,2.0,10.0,Москва,,Рязанский район,,17.0
63064,111675.0,55.72267,37.907282,80.0,3.0,3.0,Москва,,Косино-Ухтомский район,,17.0
63065,140060.0,55.625034,37.945917,46.0,2.0,11.0,,пос. Мирный,,Мирный м-н,7.5
63066,125130.0,55.832268,37.504536,55.0,2.0,6.0,Москва,,Войковский район,,15.99
63067,127427.0,55.820044,37.602498,61.0,2.0,17.0,Москва,,Марфино район,,30.57
63068,141702.0,55.945711,37.486465,94.0,4.0,4.0,Долгопрудный,,,Гранитный м-н,13.28
63069,143401.0,55.821435,37.364743,72.3,3.0,12.0,Красногорск,,,Павшинская пойма м-н,14.95
63070,,55.592466,37.431921,83.0,4.0,11.0,Москва,,Сосенское поселение,,17.62
63071,105118.0,55.773337,37.729979,77.0,3.0,5.0,Москва,,Соколиная Гора район,,19.7
63072,107023.0,55.78385,37.710327,63.1,3.0,5.0,Москва,,Соколиная Гора район,,19.3
63073,141281.0,55.975997,37.943984,47.1,1.0,1.0,Ивантеевка,,,Заречная слобода жилой комплекс,6.05
63074,119526.0,55.663523,37.486239,78.0,2.0,12.0,Москва,,Тропарёво-Никулино район,,36.0
63075,127495.0,55.912009,37.555303,58.1,2.0,18.0,Москва,,Северный район,,14.9
63076,127238.0,55.845787,37.562092,70.3,3.0,12.0,Москва,,Тимирязевский район,,19.5
63077,141071.0,55.929467,37.815249,42.1,2.0,1.0,Королёв,,,Завокзальный м-н,6.3
63078,127287.0,55.806083,37.570096,38.0,1.0,21.0,Москва,,Савёловский район,,19.91
63079,127273.0,55.857965,37.605841,55.6,1.0,21.0,Москва,,Отрадное район,,16.68
63080,107076.0,55.798437,37.710598,46.0,1.0,5.0,Москва,,Преображенское район,,19.43
63081,121357.0,55.700135,37.467573,37.13,2.0,27.0,Москва,,Очаково-Матвеевское район,,21.73
63082,123100.0,55.756708,37.549565,13.7,,2.0,Москва,,Пресненский район,,7.89
63083,127427.0,55.820044,37.602498,64.52,3.0,24.0,Москва,,Марфино район,,37.72
63084,141435.0,55.907394,37.329898,38.4,1.0,3.0,Химки,,,Новогорск м-н,7.8
63085,117321.0,55.633033,37.515836,32.5,1.0,2.0,Москва,,Тёплый Стан район,,9.18
63086,117133.0,55.633614,37.48579,77.0,2.0,16.0,Москва,,Тёплый Стан район,,25.5
63087,143408.0,55.835376,37.281494,35.9,1.0,6.0,Красногорск,,,Изумрудные холмы жилой комплекс,7.2
63088,123557.0,55.771614,37.568869,48.7,2.0,8.0,Москва,,Пресненский район,,28.0
63089,141400.0,55.923737,37.444542,92.4,3.0,5.0,Химки,,,Клязьма-Старбеево м-н,14.8
63090,143030.0,55.69579,37.395878,180.0,4.0,5.0,,рп. Заречье,,,85.0
63091,,55.592466,37.431921,83.0,4.0,10.0,Москва,,Сосенское поселение,,17.35
63092,117198.0,55.64937,37.498092,55.0,2.0,4.0,Москва,,Обручевский район,,18.5
63093,143960.0,55.766681,37.860311,91.6,3.0,14.0,Реутов,,,1-й м-н,18.0
63094,119192.0,55.701222,37.495358,81.7,2.0,9.0,Москва,,Раменки район,,44.08
63095,107031.0,55.763011,37.624859,326.4,5.0,4.0,Москва,,Мещанский район,,165.0
63096,,55.802102,37.348009,35.0,2.0,15.0,Москва,,Кунцево район,,13.0
63097,117420.0,55.662007,37.553279,70.2,3.0,24.0,Москва,,Черёмушки район,,22.89
63098,142721.0,55.557342,37.809447,25.0,,14.0,,д. Мисайлово,,,4.59
63099,117420.0,55.662007,37.553279,46.6,2.0,4.0,Москва,,Черёмушки район,,14.84
63100,109382.0,55.670092,37.742188,77.0,3.0,11.0,Москва,,Люблино район,,18.9
63101,109559.0,55.672458,37.761553,36.2,1.0,10.0,Москва,,Люблино район,,9.5
63102,107258.0,55.812325,37.707747,75.0,3.0,15.0,Москва,,Богородское район,,22.06
63103,141090.0,55.929203,37.846332,62.2,2.0,14.0,Королёв,,,Юбилейный м-н,12.7
63104,141032.0,55.962684,37.675921,68.1,2.0,4.0,Мытищи,,,,10.0
63105,111033.0,55.757194,37.682015,81.0,3.0,3.0,Москва,,Лефортово район,,20.0
63106,108814.0,55.540766,37.457386,80.9,3.0,1.0,Москва,,Сосенское поселение,,15.6
63107,117246.0,55.651571,37.555138,35.4,1.0,4.0,Москва,,Черёмушки район,,13.1
63108,143025.0,55.701,37.394266,48.0,2.0,10.0,Москва,,Можайский район,,11.7
63109,115201.0,55.650424,37.634377,65.96,2.0,6.0,Москва,,Москворечье-Сабурово район,,21.41
63110,117405.0,55.591432,37.591543,54.0,2.0,1.0,Москва,,Чертаново Южное район,,14.0
63111,117461.0,55.647594,37.575086,38.1,2.0,2.0,Москва,,Зюзино район,,9.5
63112,115142.0,55.681267,37.702673,64.0,3.0,3.0,Москва,,Нагатинский Затон район,,18.0
63113,143003.0,55.686019,37.265624,53.5,2.0,20.0,Одинцово,,,Медицинский кластер,13.5
63114,115280.0,55.701413,37.642608,39.3,1.0,11.0,Москва,,Даниловский район,,17.44
63115,108814.0,55.572785,37.468738,96.0,3.0,9.0,,пос. Коммунарка,Сосенское поселение,,20.3
63116,119048.0,55.728082,37.571798,102.0,3.0,6.0,Москва,,Хамовники район,,106.0
63117,121087.0,55.757073,37.511701,138.6,4.0,23.0,Москва,,Филёвский парк район,,48.21
63118,125362.0,55.836889,37.423529,46.7,1.0,37.0,Москва,,Покровское-Стрешнево район,,16.8
63119,107140.0,55.778463,37.662829,75.0,3.0,2.0,Москва,,Красносельский район,,25.65
63120,108801.0,55.573103,37.483432,50.2,2.0,10.0,,пос. Коммунарка,Сосенское поселение,,12.85
63121,117209.0,55.663248,37.570627,44.3,2.0,7.0,Москва,,Черёмушки район,,13.5
63122,115054.0,55.729224,37.636345,34.1,,8.0,Москва,,Замоскворечье район,,21.03
63123,141280.0,55.97547,37.912496,79.3,3.0,6.0,Ивантеевка,,,,13.0
63124,143906.0,55.821987,37.874705,70.0,2.0,11.0,Балашиха,,,Янтарный м-н,12.85
63125,125167.0,55.788726,37.56859,88.0,3.0,8.0,Москва,,Аэропорт район,,49.85
63126,125080.0,55.806402,37.499435,50.0,2.0,7.0,Москва,,Сокол район,,15.9
63127,115487.0,55.672928,37.666159,38.1,2.0,6.0,Москва,,Нагатинский Затон район,,12.2
63128,,55.591622,37.431253,37.0,2.0,11.0,Москва,,Сосенское поселение,,11.43
63129,127521.0,55.803258,37.612628,56.5,2.0,11.0,Москва,,Марьина Роща район,,17.4
63130,125445.0,55.869552,37.473574,27.0,1.0,12.0,Москва,,Левобережный район,,8.6
63131,125130.0,55.832268,37.504536,55.0,2.0,6.0,Москва,,Войковский район,,15.95
63132,140013.0,55.701064,37.905947,39.1,1.0,1.0,Люберцы,,,,8.3
63133,125167.0,55.79427,37.542165,91.0,3.0,3.0,Москва,,Хорошёвский район,,44.0
63134,109316.0,55.721245,37.694176,40.4,1.0,6.0,Москва,,Южнопортовый район,,12.0
63135,141031.0,55.90226,37.64107,41.2,1.0,16.0,,пос. Нагорное,,,9.17
63136,,55.593903,37.428457,23.0,1.0,10.0,Москва,,Сосенское поселение,,8.2
63137,142715.0,55.59827,37.769267,90.1,3.0,3.0,,пос. Развилка,,,14.86
63138,107143.0,55.817375,37.746793,26.0,1.0,23.0,Москва,,Метрогородок район,,7.34
63139,127273.0,55.857965,37.605841,72.0,2.0,25.0,Москва,,Отрадное район,,20.31
63140,107589.0,55.823189,37.828569,59.4,3.0,9.0,Москва,,Гольяново район,,12.3
63141,,55.593395,37.429395,20.7,1.0,15.0,Москва,,Сосенское поселение,,8.32
63142,127220.0,55.79605,37.572682,45.2,2.0,1.0,Москва,,Савёловский район,,14.88
63143,105037.0,55.797187,37.76645,107.0,4.0,4.0,Москва,,Измайлово район,,35.0
63144,141401.0,55.908884,37.455499,65.68,2.0,3.0,Химки,,,Старые Химки м-н,15.97
63145,108801.0,55.566857,37.498108,21.6,1.0,15.0,Москва,,Сосенское поселение,,7.48
63146,123022.0,55.763431,37.565084,71.2,3.0,1.0,Москва,,Пресненский район,,19.5
63147,117405.0,55.58245,37.57882,55.3,2.0,18.0,Москва,,Чертаново Южное район,,16.31
63148,108836.0,55.519219,37.354451,59.7,2.0,5.0,Москва,,Десёновское поселение,Новые Ватутинки Центральный микрорайон жилой комплекс,12.5
63149,108802.0,55.590203,37.447061,63.7,2.0,5.0,Москва,,Сосенское поселение,,16.49
63150,119361.0,55.69164,37.468274,33.6,1.0,24.0,Москва,,Очаково-Матвеевское район,,12.85
63151,143900.0,55.787357,37.849286,77.5,3.0,2.0,Балашиха,,,,13.72
63152,129075.0,55.813896,37.622824,46.0,2.0,4.0,Москва,,Останкинский район,,12.0
63153,143909.0,55.832996,37.955103,36.75,1.0,15.0,Балашиха,,,,5.02
63154,119634.0,55.645575,37.348287,77.2,3.0,9.0,Москва,,Ново-Переделкино район,,18.5
63155,109052.0,55.728083,37.711384,79.81,3.0,24.0,Москва,,Нижегородский район,,19.4
63156,125167.0,55.793756,37.543203,90.0,3.0,4.0,Москва,,Хорошёвский район,,54.31
63157,,55.543623,37.45651,19.2,,2.0,Москва,,Сосенское поселение,,6.02
63158,125047.0,55.772897,37.598225,80.5,4.0,1.0,Москва,,Тверской район,,40.0
63159,117556.0,55.652022,37.617856,80.2,3.0,7.0,Москва,,Нагорный район,,23.87
63160,140006.0,55.662836,37.907604,44.9,2.0,5.0,Люберцы,,,,6.75
63161,121359.0,55.747765,37.399894,47.1,2.0,1.0,Москва,,Кунцево район,,12.3
63162,119192.0,55.695901,37.485901,74.4,2.0,4.0,Москва,,Раменки район,,35.5
63163,,55.936368,37.362088,59.48,3.0,11.0,Москва,,Молжаниновский район,,13.95
63164,109316.0,55.720101,37.688791,103.3,4.0,20.0,Москва,,Южнопортовый район,,31.86
63165,143444.0,55.821155,37.248154,71.8,3.0,8.0,Красногорск,,,Опалиха м-н,13.4
63166,125362.0,55.836889,37.423529,61.0,2.0,12.0,Москва,,Покровское-Стрешнево район,,18.07
63167,143441.0,55.859673,37.378584,50.0,2.0,2.0,Москва,,Митино район,,13.72
63168,143982.0,55.764416,37.964221,88.8,3.0,15.0,Балашиха,,,Кучино м-н,14.45
63169,141406.0,55.898816,37.477695,84.0,3.0,7.0,Химки,,,Левобережный м-н,16.2
63170,143441.0,55.869461,37.390494,68.0,3.0,7.0,,д. Путилково,,,11.9
63171,119285.0,55.723722,37.527248,118.8,3.0,13.0,Москва,,Раменки район,,55.5
63172,127495.0,55.912371,37.553617,103.9,4.0,22.0,Москва,,Северный район,,21.5
63173,108814.0,55.547394,37.516296,55.5,2.0,27.0,Москва,,Южное Бутово район,,13.92
63174,141408.0,55.921535,37.375025,61.2,3.0,12.0,Химки,,,Планерная м-н,11.2
63175,129085.0,55.807549,37.635721,36.4,1.0,15.0,Москва,,Останкинский район,,15.82
63176,108811.0,55.604855,37.368354,60.2,2.0,10.0,Московский,,Московский поселение,Первый Московский Город Парк жилой комплекс,15.8
63177,121108.0,55.728138,37.45019,61.7,2.0,16.0,Москва,,Фили-Давыдково район,,16.4
63178,123298.0,55.787852,37.489303,60.0,2.0,2.0,Москва,,Щукино район,,18.6
63179,127427.0,55.820044,37.602498,38.4,1.0,10.0,Москва,,Марфино район,,17.9
63180,141701.0,55.938333,37.517809,43.0,2.0,4.0,Долгопрудный,,,Старый город м-н,7.65
63181,115088.0,55.70579,37.693769,70.6,3.0,28.0,Москва,,Печатники район,,19.67
63182,108802.0,55.607126,37.411559,51.2,2.0,9.0,Москва,,Сосенское поселение,,12.25
63183,117420.0,55.662007,37.553279,37.2,1.0,8.0,Москва,,Черёмушки район,,12.78
63184,111250.0,55.753214,37.698645,31.4,1.0,3.0,Москва,,Лефортово район,,12.17
63185,117342.0,55.6488,37.532827,36.0,1.0,14.0,Москва,,Коньково район,,14.7
63186,141700.0,55.963737,37.52354,75.0,3.0,2.0,Долгопрудный,,,Новые Водники м-н,18.0
63187,123423.0,55.773953,37.473454,149.0,6.0,34.0,Москва,,Хорошёво-Мнёвники район,,59.78
63188,117570.0,55.606549,37.578363,66.1,2.0,6.0,Москва,,Чертаново Центральное район,,19.0
63189,142702.0,55.533889,37.64279,40.0,1.0,5.0,,рп. Лопатино,,,7.0
63190,119530.0,55.683094,37.446587,34.0,1.0,4.0,Москва,,Очаково-Матвеевское район,,8.59
63191,117420.0,55.662007,37.553279,60.0,3.0,12.0,Москва,,Черёмушки район,,18.56
63192,125047.0,55.770896,37.591538,38.0,1.0,11.0,Москва,,Тверской район,,18.5
63193,117420.0,55.662007,37.553279,57.0,3.0,14.0,Москва,,Черёмушки район,,17.93
63194,127083.0,55.795591,37.562752,40.6,1.0,1.0,Москва,,Савёловский район,,17.45
63195,108813.0,55.589925,37.377203,52.0,2.0,10.0,Московский,,Московский поселение,Град Московский жилой комплекс,12.0
63196,,55.631494,37.41181,70.0,3.0,4.0,Москва,,Московский поселение,,19.0
63197,140007.0,55.703314,37.894037,43.6,2.0,2.0,Люберцы,,,,7.45
63198,121552.0,55.747758,37.40845,53.1,2.0,3.0,Москва,,Кунцево район,,17.26
63199,127287.0,55.806083,37.570096,62.0,2.0,2.0,Москва,,Савёловский район,,21.84
63200,117630.0,55.66413,37.536598,420.0,6.0,3.0,Москва,,Обручевский район,,138.0
63201,119121.0,55.73545,37.573012,200.0,3.0,5.0,Москва,,Хамовники район,,194.7
63202,108818.0,55.517482,37.340124,61.8,2.0,9.0,Москва,,Десёновское поселение,Новые Ватутинки Центральный микрорайон жилой комплекс,11.12
63203,141079.0,55.914752,37.8015,71.1,2.0,19.0,Королёв,,,,11.5
63204,123098.0,55.803643,37.462722,73.0,3.0,4.0,Москва,,Щукино район,,21.3
63205,141033.0,55.985218,37.721071,61.0,2.0,2.0,,д. Пирогово,,,7.95
63206,123060.0,55.790721,37.474471,53.2,2.0,16.0,Москва,,Щукино район,,16.89
63207,127427.0,55.820044,37.602498,45.0,1.0,16.0,Москва,,Марфино район,,21.12
63208,,55.594305,37.429574,53.0,3.0,9.0,Москва,,Сосенское поселение,,15.29
63209,121170.0,55.734324,37.524964,85.0,3.0,26.0,Москва,,Дорогомилово район,,86.08
63210,121151.0,55.743685,37.548839,178.1,5.0,10.0,Москва,,Дорогомилово район,,155.0
63211,107065.0,55.828779,37.80875,71.0,2.0,3.0,Москва,,Гольяново район,,17.99
63212,111250.0,55.753214,37.698645,38.7,1.0,11.0,Москва,,Лефортово район,,15.27
63213,123308.0,55.768176,37.502906,77.0,2.0,8.0,Москва,,Хорошёво-Мнёвники район,,35.73
63214,129323.0,55.855985,37.62341,75.8,3.0,13.0,Москва,,Останкинский район,,28.3
63215,115230.0,55.666709,37.625894,58.0,2.0,3.0,Москва,,Нагатино-Садовники район,,14.5
63216,127287.0,55.806083,37.570096,32.0,1.0,11.0,Москва,,Савёловский район,,17.04
63217,123100.0,55.763283,37.555446,94.0,4.0,5.0,Москва,,Пресненский район,,77.5
63218,141402.0,55.958427,37.452074,41.1,2.0,8.0,Химки,,,Клязьма-Старбеево м-н,7.0
63219,143410.0,55.828028,37.371258,43.5,1.0,4.0,Красногорск,,,Павшинская пойма м-н,8.9
63220,125464.0,55.837689,37.391971,60.9,2.0,19.0,Москва,,Митино район,,17.5
63221,141031.0,55.902112,37.639259,74.4,3.0,3.0,,пос. Нагорное,,,11.97
63222,127287.0,55.806083,37.570096,91.0,3.0,3.0,Москва,,Савёловский район,,31.59
63223,125047.0,55.772356,37.599406,17.2,1.0,1.0,Москва,,Тверской район,,7.35
63224,123290.0,55.761283,37.512983,98.0,3.0,10.0,Москва,,Хорошёво-Мнёвники район,,48.0
63225,143405.0,55.808905,37.319894,35.5,2.0,17.0,Красногорск,,,,6.73
63226,125212.0,55.841618,37.495928,89.2,3.0,23.0,Москва,,Головинский район,,22.0
63227,129343.0,55.848882,37.650286,26.0,1.0,8.0,Москва,,Свиблово район,,10.67
63228,119192.0,55.705266,37.504078,54.1,2.0,10.0,Москва,,Раменки район,,19.9
63229,123181.0,55.813813,37.396312,73.3,3.0,15.0,Москва,,Строгино район,,26.2
63230,117485.0,55.655508,37.520736,92.8,,36.0,Москва,,Коньково район,,28.72
63231,108836.0,55.514714,37.354442,30.7,1.0,13.0,Москва,,Десёновское поселение,Новые Ватутинки Центральный микрорайон жилой комплекс,7.8
63232,111538.0,55.71852,37.826667,15.8,,1.0,Москва,,Вешняки район,,3.6
63233,127287.0,55.80534,37.5726,39.41,1.0,2.0,Москва,,Савёловский район,,17.22
63234,121433.0,55.737348,37.465039,36.7,1.0,10.0,Москва,,Фили-Давыдково район,,15.59
63235,105066.0,55.776257,37.672066,42.6,1.0,2.0,Москва,,Басманный район,,24.5
63236,115372.0,55.586352,37.667648,38.0,1.0,1.0,Москва,,Бирюлёво Восточное район,,7.9
63237,121471.0,55.715791,37.432034,93.64,4.0,17.0,Москва,,Можайский район,,32.67
63238,123423.0,55.750551,37.448118,105.3,3.0,8.0,Москва,,Хорошёво-Мнёвники район,,43.45
63239,143401.0,55.824705,37.365689,61.0,2.0,12.0,Красногорск,,,Павшинская пойма м-н,15.0
63240,115583.0,55.603977,37.726811,69.4,3.0,10.0,Москва,,Орехово-Борисово Южное район,,25.9
63241,119192.0,55.695901,37.485901,136.4,4.0,42.0,Москва,,Раменки район,,63.9
63242,117208.0,55.633857,37.612067,44.5,2.0,3.0,Москва,,Чертаново Северное район,,12.65
63243,109125.0,55.712359,37.731685,50.7,2.0,2.0,Москва,,Текстильщики район,,14.5
63244,142720.0,55.531668,37.614652,78.0,3.0,5.0,,рп. Боброво,,Восточное Бутово м-н,12.0
63245,143009.0,55.681013,37.245809,70.0,2.0,13.0,Одинцово,,,Одинбург м-н,16.8
63246,140016.0,55.697031,37.952492,57.35,2.0,17.0,Люберцы,,,Самолёт м-н,10.99
63247,143085.0,55.680759,37.387563,880.0,6.0,1.0,,рп. Заречье,,,240.0
63248,,55.594828,37.429789,40.0,2.0,11.0,Москва,,Сосенское поселение,,11.54
63249,142721.0,55.558695,37.81773,27.1,,12.0,,д. Мисайлово,,,4.6
63250,115211.0,55.637172,37.705728,70.5,2.0,18.0,Москва,,Москворечье-Сабурово район,,24.62
63251,119607.0,55.689239,37.490091,93.0,3.0,1.0,Москва,,Раменки район,,29.5
63252,115088.0,55.70579,37.693769,56.4,3.0,35.0,Москва,,Печатники район,,17.38
63253,141021.0,55.908832,37.718485,62.4,3.0,7.0,Мытищи,,,7-й м-н,8.95
63254,127490.0,55.8666,37.616571,46.0,2.0,8.0,Москва,,Отрадное район,,12.5
63255,143905.0,55.841409,37.976278,43.7,1.0,2.0,Балашиха,,,,6.24
63256,105484.0,55.800686,37.825978,40.0,2.0,3.0,Москва,,Восточное Измайлово район,,9.4
63257,105568.0,55.778703,37.831956,59.3,3.0,5.0,Москва,,Ивановское район,Южное Измайлово м-н,11.5
63258,141408.0,55.922814,37.368077,52.0,2.0,5.0,Химки,,,Планерная м-н,8.0
63259,109316.0,55.729295,37.677453,45.5,2.0,6.0,Москва,,Таганский район,,14.5
63260,125167.0,55.793756,37.543203,72.5,2.0,30.0,Москва,,Хорошёвский район,,48.72
63261,108836.0,55.522419,37.349501,62.0,2.0,5.0,Москва,,Десёновское поселение,Новые Ватутинки Центральный микрорайон жилой комплекс,13.6
63262,117303.0,55.652386,37.581459,41.9,2.0,5.0,Москва,,Зюзино район,,10.7
63263,109316.0,55.736274,37.675791,75.3,2.0,9.0,Москва,,Таганский район,,39.8
63264,,55.556771,37.636593,61.9,2.0,4.0,,д. Жабкино,,,9.13
63265,141720.0,55.975662,37.497038,44.9,2.0,5.0,Долгопрудный,,,Шереметьевский м-н,6.6
63266,111399.0,55.759666,37.801876,35.1,1.0,3.0,Москва,,Перово район,,9.75
63267,105005.0,55.774036,37.67958,102.4,3.0,3.0,Москва,,Басманный район,,46.0
63268,127106.0,55.850922,37.575687,37.1,1.0,5.0,Москва,,Отрадное район,,15.0
63269,109651.0,55.651471,37.723187,44.0,2.0,1.0,Москва,,Марьино район,,10.5
63270,143907.0,55.798391,37.961883,37.3,1.0,8.0,Балашиха,,,,7.5
63271,129343.0,55.848882,37.650286,30.0,1.0,27.0,Москва,,Свиблово район,,13.63
63272,,55.593903,37.428457,41.0,2.0,10.0,Москва,,Сосенское поселение,,11.57
63273,108811.0,55.600004,37.346566,56.0,2.0,3.0,Московский,,Московский поселение,1-й м-н,11.7
63274,123181.0,55.808737,37.415747,73.0,3.0,8.0,Москва,,Строгино район,,35.0
63275,121552.0,55.742847,37.422547,69.0,2.0,4.0,Москва,,Кунцево район,,23.0
63276,108814.0,55.548055,37.514951,56.5,3.0,27.0,Москва,,Южное Бутово район,,13.51
63277,127018.0,55.796982,37.608164,51.0,2.0,4.0,Москва,,Марьина Роща район,,13.9
63278,127427.0,55.820044,37.602498,40.16,1.0,14.0,Москва,,Марфино район,,18.8
63279,142715.0,55.59827,37.769267,38.3,1.0,6.0,,пос. Развилка,,,9.01
63280,140007.0,55.701034,37.893092,51.0,3.0,5.0,Люберцы,,,,8.2
63281,125565.0,55.843526,37.480495,68.9,2.0,3.0,Москва,,Головинский район,,25.95
63282,109439.0,55.697972,37.785098,38.0,2.0,7.0,Москва,,Кузьминки район,,11.0
63283,111675.0,55.712964,37.893281,53.5,2.0,3.0,Москва,,Косино-Ухтомский район,,12.5
63284,127427.0,55.820044,37.602498,68.74,2.0,6.0,Москва,,Марфино район,,33.24
63285,140007.0,55.705503,37.900348,70.0,3.0,25.0,Люберцы,,,,14.5
63286,123423.0,55.748819,37.456809,28.3,1.0,22.0,Москва,,Хорошёво-Мнёвники район,,19.95
63287,121059.0,55.737,37.563219,101.0,3.0,5.0,Москва,,Дорогомилово район,,45.0
63288,108814.0,55.567271,37.443124,137.7,3.0,5.0,,д. Сосенки,Сосенское поселение,,44.9
63289,129329.0,55.858578,37.635073,91.6,2.0,16.0,Москва,,Свиблово район,,30.0
63290,111677.0,55.704909,37.916924,55.0,2.0,10.0,Москва,,Некрасовка район,Люберецкие Поля м-н,11.2
63291,125252.0,55.791205,37.524418,56.7,2.0,10.0,Москва,,Хорошёвский район,,24.18
63292,142718.0,55.55847,37.600454,34.3,1.0,6.0,,пос. Битца,,Южная Битца м-н,7.2
63293,119333.0,55.699769,37.554748,70.9,3.0,3.0,Москва,,Гагаринский район,,32.0
63294,141031.0,55.902112,37.639259,55.7,2.0,14.0,,пос. Нагорное,,,10.48
63295,117246.0,55.656703,37.559221,45.0,1.0,29.0,Москва,,Черёмушки район,,22.1
63296,143911.0,55.803161,37.84609,88.0,3.0,3.0,Балашиха,,,1 Мая м-н,13.0
63297,127273.0,55.857965,37.605841,57.1,2.0,26.0,Москва,,Отрадное район,,17.99
63298,141407.0,55.892664,37.414083,46.2,1.0,13.0,Химки,,,Новые Химки м-н,11.5
63299,129343.0,55.848882,37.650286,34.9,,45.0,Москва,,Свиблово район,,16.39
63300,107143.0,55.817375,37.746793,40.0,2.0,32.0,Москва,,Метрогородок район,,11.1
63301,117525.0,55.62157,37.585649,38.0,1.0,4.0,Москва,,Чертаново Центральное район,,11.8
63302,140055.0,55.660839,37.856788,77.0,2.0,4.0,Котельники,,,Белая Дача м-н,14.0
63303,121552.0,55.743534,37.407663,102.0,4.0,15.0,Москва,,Кунцево район,,43.5
63304,123290.0,55.755766,37.523078,115.02,3.0,37.0,Москва,,Пресненский район,,51.87
63305,125167.0,55.793036,37.542115,47.6,2.0,4.0,Москва,,Хорошёвский район,,35.0
63306,143085.0,55.675596,37.38542,56.0,2.0,2.0,,рп. Заречье,,,14.8
63307,,55.59205,37.430726,23.0,1.0,3.0,Москва,,Сосенское поселение,,8.27
63308,117420.0,55.662007,37.553279,57.0,2.0,9.0,Москва,,Черёмушки район,,18.02
63309,140050.0,55.658532,37.987003,100.0,3.0,2.0,,дп. Красково,,,12.8
63310,142721.0,55.556963,37.813885,35.6,1.0,6.0,,д. Мисайлово,,,6.0
63311,121471.0,55.721278,37.426485,199.0,4.0,24.0,Москва,,Можайский район,,70.0
63312,121596.0,55.723112,37.384035,60.1,2.0,3.0,Москва,,Можайский район,,12.0
63313,140073.0,55.657393,37.923111,64.0,3.0,8.0,,рп. Томилино,,Птицефабрика м-н,8.7
63314,143988.0,55.719498,37.973212,71.4,3.0,7.0,Балашиха,,,Новое Павлино м-н,9.0
63315,141703.0,55.960351,37.505375,75.3,3.0,7.0,Долгопрудный,,,Водники м-н,17.0
63316,125412.0,55.883849,37.519971,44.3,2.0,10.0,Москва,,Дмитровский район,,9.8
63317,143433.0,55.840473,37.140929,93.6,4.0,1.0,,рп. Нахабино,,Новый городок м-н,13.3
63318,141008.0,55.929262,37.730133,35.7,1.0,11.0,Мытищи,,,17а м-н,6.5
63319,121433.0,55.737253,37.461903,45.2,2.0,4.0,Москва,,Фили-Давыдково район,,13.95
63320,125195.0,55.857856,37.469031,41.1,2.0,7.0,Москва,,Левобережный район,,12.75
63321,107589.0,55.817102,37.833909,53.7,2.0,1.0,Москва,,Гольяново район,,11.95
63322,141021.0,55.905247,37.703838,67.0,3.0,2.0,Мытищи,,,14-й м-н,11.6
63323,115372.0,55.583599,37.674929,39.0,1.0,9.0,Москва,,Бирюлёво Восточное район,,8.99
63324,141009.0,55.913541,37.78186,63.3,2.0,15.0,Мытищи,,,36-й м-н,12.1
63325,143005.0,55.682726,37.299946,42.0,2.0,2.0,Одинцово,,,6-й м-н,7.25
63326,108814.0,55.559608,37.506225,44.4,2.0,15.0,Москва,,Сосенское поселение,,11.76
63327,125167.0,55.801573,37.549223,32.0,1.0,1.0,Москва,,Аэропорт район,,9.2
63328,125252.0,55.79671,37.515259,57.0,2.0,2.0,Москва,,Сокол район,,31.58
63329,107564.0,55.809664,37.70358,90.1,3.0,13.0,Москва,,Богородское район,,32.33
63330,125371.0,55.830685,37.399136,68.0,2.0,46.0,Москва,,Покровское-Стрешнево район,,23.33
63331,143002.0,55.656882,37.228376,105.8,3.0,7.0,Одинцово,,,,16.5
63332,143403.0,55.834459,37.327631,39.6,2.0,4.0,Красногорск,,,,9.5
63333,140016.0,55.701957,37.966424,38.1,1.0,1.0,Люберцы,,,Самолёт м-н,6.8
63334,109316.0,55.719799,37.692025,70.5,3.0,22.0,Москва,,Южнопортовый район,,22.62
63335,105005.0,55.761129,37.681491,198.8,5.0,4.0,Москва,,Басманный район,,80.0
63336,127273.0,55.857965,37.605841,34.0,1.0,20.0,Москва,,Отрадное район,,12.07
63337,117321.0,55.630206,37.514616,54.4,2.0,11.0,Москва,,Тёплый Стан район,,18.08
63338,117403.0,55.578318,37.647122,58.6,3.0,9.0,Москва,,Бирюлёво Западное район,,12.0
63339,125565.0,55.843526,37.480495,81.4,3.0,25.0,Москва,,Головинский район,,33.75
63340,127572.0,55.901158,37.585297,62.1,3.0,3.0,Москва,,Лианозово район,,15.7
